"","...1","removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle"
"175",547,0,0,-16.9,0,1.03804213135068,0,482,"Boyd, Candy","OK",0,-3087.5,-3.72372986369269,1917,0,0,0,1,"Daddy, Daddy Be There"
"176",916,0,0,2.4,1,5.53804213135068,1,487,"Jenkis, A.M.","WI",0,4234.5,-1.62372986369269,3609,0,0,0,0,"Damage"
"177",111,0,0,-0.2,0,7.33804213135069,1,488,"Plummer, Louise","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Dance for Three"
"178",593,0,0,4,0,5.53804213135068,0,491,"Cirrone, Dorian","OR",0,1274.5,1.07627013630731,1907,0,0,0,0,"Dancing in Red Shoes Will Kill You"
"179",665,0,0,4,0,5.53804213135068,0,495,"Wallace, Bill","OR",0,1274.5,1.07627013630731,180,0,0,0,0,"Danger in Quicksand Swamp"
"180",123,0,0,-0.2,0,7.33804213135069,1,498,"Juno, Andrea","CO",0,10346.5,8.67627013630731,1425,0,0,0,1,"Dangerous Drawings"
"181",254,1,1,7.7,1,1.83804213135069,1,501,"Naylor, Phyllis Reynolds","IL",0,6489.5,2.07627013630731,3155,0,0,0,0,"Dangerously Alice"
"182",820,0,0,2,0,2.33804213135069,1,503,"Hamilton, Laurell K.","PA",0,4218,-1.62372986369269,2699,0,0,0,0,"Danse Macabre"
"183",931,0,0,-19.7,0,8.33804213135069,1,505,"Koontz, Dean","WY",0,4081.5,-2.12372986369269,2893,0,0,0,0,"Darkest Night of the Year"
"184",892,0,0,-1.7,0,1.93804213135068,0,510,"Duncan, Lois","VA",0,11296,5.47627013630731,180,0,0,0,0,"Daughters of Eve"
"185",263,1,0,7.7,0,1.83804213135069,0,511,"Heinlein, Robert A.","IL",0,6489.5,2.07627013630731,3127,0,0,0,0,"Day After Tomorrow, The"
"186",425,0,0,-7.1,1,7.63804213135069,1,512,"Jackson, Jon A.","MT",0,-6482,0.376270136307308,3365,0,1,0,0,"Dead Folks"
"187",232,1,1,-17.4,1,5.13804213135069,0,515,"Crutcher, Chris","ID",0,3194,-2.32372986369269,3595,0,1,1,0,"Deadline"
"188",29,1,0,-6.1,0,1.43804213135068,1,516,"Drill, Esther","AZ",0,3490.5,-0.52372986369269,1800,0,0,0,0,"Deal With It!"
"189",735,0,0,2,1,2.33804213135069,0,518,"Kilbourne, Christina","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Dear Jo"
"190",588,0,0,4,0,5.53804213135068,0,522,"Abu-Jamal, Mumia","OR",0,1274.5,1.07627013630731,2010,0,0,0,0,"Death Blossoms"
"191",185,0,1,-1.8,0,0.33804213135069,1,527,"Blume, Judy","FL",0,372,-1.72372986369269,1472,0,0,0,0,"Deenie"
"192",102,1,0,-0.2,0,7.33804213135069,1,528,"Morris, Johnny","CO",0,10346.5,8.67627013630731,1425,0,0,0,1,"Delilah"
"193",688,0,0,2,0,2.33804213135069,1,539,"Tyree, Omar","PA",0,4218,-1.62372986369269,2093,0,1,0,0,"Diary of a Groupie"
"194",531,1,0,-0.7,0,3.43804213135068,0,543,"Gettings, Fred","OH",0,2469,-2.92372986369269,120,1,0,0,0,"Dictionary of Demons"
"195",198,0,0,-1.8,0,0.33804213135069,1,546,"King, Stephen","FL",0,372,-1.72372986369269,720,0,0,0,0,"Different Seasons"
"196",323,0,0,-10.4,0,-5.46195786864932,0,551,"Timberlake, Amy","KY",1,-5880.5,-6.92372986369269,1917,0,0,0,0,"Dirty Cowboy, The"
"197",344,0,0,11.7,0,5.23804213135068,0,557,"Paulsen, Gary","MA",0,14048.5,9.17627013630731,480,0,0,0,1,"Dogsong"
"198",405,0,0,2.3,NA,8.33804213135069,0,559,"Burgess, Melvin","MN",0,15378,3.37627013630731,NA,0,1,0,0,"Doing It"
"199",919,0,0,2.4,1,5.53804213135068,1,560,"Pardes, Bronwen","WI",0,4234.5,-1.62372986369269,3731,0,0,0,0,"Doing It Right:  Making Smart, Safe, and Satisfying Choices About Sex"
"200",51,0,0,7.4,0,-2.76195786864932,0,562,"Wright, Betty","CA",0,10119,2.57627013630731,1697,0,0,0,1,"Doll House Murders"
"201",736,0,0,2,1,2.33804213135069,0,565,"Fraustino, Lisa Rowe","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Don't Cramp My Style"
"202",71,0,0,7.4,0,-2.76195786864932,1,567,"Haddix, Margaret Peterson","CA",0,10119,2.57627013630731,1560,0,1,0,0,"Don't You Dare Read This, Mrs. Dunphrey"
"203",205,1,0,-6.8,0,-0.961957868649321,1,570,"Stine, R.L.","GA",0,2239.5,0.276270136307311,1472,0,0,0,1,"Double Date"
"204",330,1,0,-9.7,1,-4.76195786864932,0,572,"Drake, Ernest","LA",0,-5120.5,-5.32372986369269,3189,1,0,0,0,"Dr. Ernest Drake's Dragonology:  The Complete Book of Dragons"
"205",636,0,0,4,0,5.53804213135068,1,573,"Westheimer, Dr. Ruth","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Dr. Ruth Talks to Kids"
"206",451,0,0,-4.3,0,-1.46195786864932,1,579,"Anthony, Piers","NC",0,-310,-1.52372986369269,480,0,0,0,0,"Dragon on a Pedestal"
"207",564,1,0,4,0,5.53804213135068,0,584,"Grimsley, Jim","OR",0,1274.5,1.07627013630731,510,0,0,1,0,"Dream Boy"
"208",829,1,0,-7.8,0,-3.26195786864932,0,591,"Greene, Bette","SC",0,-2191.5,-3.62372986369269,832,0,1,1,1,"Drowning of Stephen Jones, The"
"209",540,0,0,-16.9,0,1.03804213135068,0,600,"Burroughs, Augusten","OK",0,-3087.5,-3.72372986369269,1800,0,1,1,0,"Dry"
"210",737,0,0,2,1,2.33804213135069,0,607,"Mackler, Carolyn","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Earth, My Butt and Other Big Round Things, The"
"211",738,0,1,2,1,2.33804213135069,0,608,"Steinbeck, John","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"East of Eden"
"212",191,1,0,-1.8,0,0.33804213135069,1,610,"Javin, Linda","FL",0,372,-1.72372986369269,1380,0,0,0,0,"Eat Me"
"213",620,0,0,4,0,5.53804213135068,1,611,"Block, Francesca Lia","OR",0,1274.5,1.07627013630731,990,0,0,0,0,"Echo"
"214",137,0,0,-0.2,0,7.33804213135069,0,627,"Anderson, Hans Christian","CO",0,10346.5,8.67627013630731,1800,0,0,0,0,"Emperor's New Clothes, The"
"215",91,1,0,-0.2,0,7.33804213135069,0,628,"Ryan, Sara","CO",0,10346.5,8.67627013630731,1440,0,1,1,0,"Empress of the World"
"216",169,0,0,7.1,0,4.43804213135068,1,629,"Chilton, Ida","CT",0,16247.5,7.37627013630731,1560,1,0,0,1,"Empty Grave, The"
"217",739,0,0,2,1,2.33804213135069,0,635,"Jensen, Derrick","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Endgame"
"218",740,0,0,2,1,2.33804213135069,0,636,"Brown, Sandra","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Envy"
"219",617,0,0,4,0,5.53804213135068,1,637,"Senders, N.K.","OR",0,1274.5,1.07627013630731,1020,0,0,0,0,"Epic of Gilgamesh"
"220",741,0,0,2,1,2.33804213135069,0,644,"Bainbridge, Beryl","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Every Many for Himself"
"221",208,0,0,-6.8,0,-0.961957868649321,0,653,"Lynch, Chris","GA",0,2239.5,0.276270136307311,1364,0,1,0,0,"Extreme Elvin"
"222",262,1,0,7.7,1,1.83804213135069,0,656,"Cooney, Caroline B.","IL",0,6489.5,2.07627013630731,3247,0,0,0,0,"Face on the Milk Carton, The"
"223",863,1,0,-1.7,0,1.93804213135068,1,657,"Cole, Brock","VA",0,11296,5.47627013630731,2913,0,0,0,0,"Facts Speak for Themselves, The"
"224",364,1,0,3.8,1,3.83804213135069,0,659,"Brennan, Herbie","MI",0,2966,-2.22372986369269,3176,0,0,1,0,"Faerie Wars"
"225",589,0,0,4,0,5.53804213135068,0,661,"Moore, Michael","OR",0,1274.5,1.07627013630731,2010,0,0,0,0,"Fahrenheit 911"
"226",314,1,0,-11.5,0,6.43804213135068,0,663,"Myers, Walter Dean","KS",0,144.5,1.77627013630731,2104,0,0,0,0,"Fallen Angels"
"227",893,0,0,13.4,1,6.83804213135069,0,670,"Lukeman, Alan","VT",0,8467,5.37627013630731,3224,1,0,0,1,"Fangoria's 101 Best Horror Movies You've Never Seen:  A Celebration of the World's Most Unheralded Fright Flicks"
"228",475,0,0,4.4,0,2.53804213135068,0,674,"Newman, Leslea","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Fat Chance"
"229",699,1,0,2,0,2.33804213135069,0,675,"Going, K.L.","PA",0,4218,-1.62372986369269,2452,0,1,0,0,"Fat Kid Rules the World"
"230",912,0,0,5,0,7.53804213135068,0,677,"Briggs, Raymond","WA",0,9907.5,3.67627013630731,1924,0,0,0,0,"Father Christmas"
"231",742,0,0,2,1,2.33804213135069,0,682,"Anderson, M.T.","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Feed"
"232",491,0,0,10.2,NA,-0.461957868649321,1,683,"Moriarty, Jaclyn","NY",0,5007.5,3.37627013630731,NA,0,0,0,0,"Feeling Sorry for Celia"
"233",188,1,0,-1.8,1,0.33804213135069,0,687,"Avi","FL",0,372,-1.72372986369269,3221,0,1,0,0,"Fighting Ground, The"
"234",503,0,0,10.2,0,-0.461957868649321,0,689,"Humphry, Derek","NY",0,5007.5,3.37627013630731,2106,0,0,0,0,"Final Exit"
"235",28,0,0,-6.1,0,1.43804213135068,1,695,"Abner, Allison","AZ",0,3490.5,-0.52372986369269,871,0,0,0,0,"Finding Our Way--The Teen Girl Survival Guide"
"236",637,0,0,4,0,5.53804213135068,0,696,"Castaneda, Carlos","OR",0,1274.5,1.07627013630731,510,0,1,0,0,"Fire From Within, The"
"237",299,1,0,-6.2,0,2.53804213135068,1,708,"Thom, James Alexander","IN",0,1086.5,-4.62372986369269,840,0,0,0,0,"Follow the River"
"238",602,0,0,4,0,5.53804213135068,0,710,"Morris, John D.","OR",0,1274.5,1.07627013630731,1800,0,0,0,0,"Footprints in the Ash"
"239",743,0,0,2,1,2.33804213135069,0,711,"Hemingway, Ernest","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"For Whom the Bell Tolls"
"240",112,0,1,-0.2,0,7.33804213135069,1,712,"Blume, Judy","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Forever"
"241",544,0,0,-16.9,0,1.03804213135068,1,714,"Bagdasarian, Adam","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Forgotten Fire"
"242",518,0,0,-0.7,0,3.43804213135068,0,717,"Rothbart, Davy","OH",1,2469,-2.92372986369269,2432,0,1,0,0,"Found:  The Best Lost, Tossed, and Forgotten Items From Around the World"
"243",638,0,0,4,0,5.53804213135068,0,722,"Woodring, Jim","OR",0,1274.5,1.07627013630731,510,0,0,0,1,"Frank: Volume Two"
"244",274,0,0,7.7,0,1.83804213135069,1,724,"Levitt, Steven D.","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Freakonomics"
"245",678,0,0,2,0,2.33804213135069,0,725,"Rodgers, Mary","PA",1,4218,-1.62372986369269,839,0,1,0,0,"Freaky Friday"
"246",667,0,0,4,0,5.53804213135068,0,726,"Sweeney, Joyce","OR",0,1274.5,1.07627013630731,180,0,1,0,0,"Free Fall"
"247",212,0,0,-6.8,0,-0.961957868649321,0,728,"Bass, Ellen","GA",0,2239.5,0.276270136307311,2699,0,0,1,0,"Free Your Mind: The Book for Gay, Lesbian, and Bisexual Youth"
"248",456,0,0,-10.4,1,4.33804213135069,0,738,"Lupica, Mike","ND",0,-813,-2.02372986369269,3224,0,1,0,0,"Full Court Press"
"249",65,0,0,7.4,1,-2.76195786864932,0,739,"Levithan, David (ed.) and Billy Merrell (ed.)","CA",0,10119,2.57627013630731,3508,0,0,1,0,"Full Spectrum:  A New Generation of Writing About Gay, Lesbian, Bisexual, Transgender, Questioning, and Other Identities, The"
"250",489,1,0,10.2,1,-0.461957868649321,1,740,"Bechdel, Alison","NY",0,5007.5,3.37627013630731,3862,0,0,1,0,"Fun Home"
"251",109,0,0,-0.2,0,7.33804213135069,0,742,"Mark, Jan & Bayley, Nicola","CO",0,10346.5,8.67627013630731,1800,0,0,0,1,"Fun with Mrs. Thumb"
"252",138,0,0,-0.2,0,7.33804213135069,0,747,"Davis, Jim","CO",0,10346.5,8.67627013630731,1800,0,1,0,0,"Garfield: His Nine Lives"
"253",668,0,0,4,0,5.53804213135068,0,750,"Jay, Michael","OR",0,1274.5,1.07627013630731,180,0,0,1,0,"Gay Love Signs"
"254",854,0,0,-8.7,1,-3.66195786864931,0,752,"Mukerji, Dhan Gopal","TN",0,-2995.5,-4.42372986369269,3860,0,0,0,0,"Gay-Neck:  The Story of a Pigeon"
"255",909,1,0,5,0,7.53804213135068,0,754,"Hartinger, Brent","WA",0,9907.5,3.67627013630731,2121,0,0,1,0,"Geography Club"
"256",929,0,0,-19.7,1,8.33804213135069,0,755,"Morris, Dr. John D.","WY",0,4081.5,-2.12372986369269,3777,0,0,0,0,"Geology Book, The"
"257",266,0,0,7.7,1,1.83804213135069,0,758,"Crowe, Chris","IL",0,6489.5,2.07627013630731,3266,0,0,0,1,"Getting Away With Murder:  The True Story of the Emmett Till Case"
"258",409,0,0,2.3,0,8.33804213135069,1,761,"Ringo, John","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Ghost"
"259",412,1,0,-3.1,0,1.73804213135068,0,766,"Mowry, Jess","MO",0,1279.5,-2.42372986369269,1979,0,1,0,1,"Ghost Train"
"260",5,0,0,-13.4,1,8.73804213135068,0,764,"Masamune, Shirow","AK",0,15707.5,0.676270136307309,3197,0,0,0,0,"Ghost in the Shell"
"261",139,0,0,-0.2,0,7.33804213135069,0,779,"Norman, Howard","CO",0,10346.5,8.67627013630731,1800,0,0,0,0,"Girl Who Dreamed Only Geese and Other Stories of the Far North, The"
"262",492,0,0,10.2,1,-0.461957868649321,1,783,"Kaysen, Susanna","NY",0,5007.5,3.37627013630731,3217,0,1,0,0,"Girl, Interrupted"
"263",865,0,0,-1.7,1,1.93804213135068,1,786,"American Medical Association","VA",0,11296,5.47627013630731,3391,0,0,0,0,"Girls Guide to Becoming a Teen"
"264",745,0,1,2,1,2.33804213135069,0,716,"Lowry, Lois","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Giver, The"
"265",416,1,0,-3.1,1,1.73804213135068,1,717,"Hopkins, Ellen","MO",0,1279.5,-2.42372986369269,3835,0,0,0,0,"Glass"
"266",351,0,0,8.5,1,4.23804213135068,1,718,"Walls, Jeannette","MD",1,19404.5,7.37627013630731,3871,0,1,0,0,"Glass Castle, The"
"267",216,0,0,1,NA,6.53804213135068,1,722,"Anonymous","IA",0,3921.5,-2.82372986369269,NA,0,1,0,0,"Go Ask Alice"
"268",746,0,0,2,1,2.33804213135069,0,723,"Baldwin, James","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Go Tell it on the Mountain"
"269",927,0,0,-7.9,0,-4.36195786864931,1,721,"Abelove, Joan","WV",0,-7290,-9.22372986369269,169,0,0,0,0,"Go and Come Back"
"270",747,0,0,2,1,2.33804213135069,0,724,"Sanchez, Alex","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"God Box, The"
"271",748,0,0,2,1,2.33804213135069,0,725,"Rylant, Cynthia","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"God Went to Beauty School"
"272",39,1,0,7.4,0,-2.76195786864932,0,727,"Muten, Burleigh","CA",0,10119,2.57627013630731,1697,1,0,0,0,"Goddesses: A World of Myth and Magic"
"273",336,1,1,-9.7,1,-4.76195786864932,0,730,"Pullman, Philip","LA",0,-5120.5,-5.32372986369269,3189,0,0,0,0,"Golden Compass, The"
"274",166,0,0,-0.2,0,7.33804213135069,0,731,"Sandison, David","CO",0,10346.5,8.67627013630731,1425,0,0,0,0,"Golden Years - 1950"
"275",750,0,0,2,1,2.33804213135069,0,733,"Mitchell, Margaret","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Gone With the Wind"
"276",325,1,0,-10.4,0,-5.46195786864932,0,739,"Stine, R.L.","KY",0,-5880.5,-6.92372986369269,53,0,0,0,1,"Goosebumps (series)"
"277",178,0,0,-1.8,1,0.33804213135069,1,741,"Von Ziegesar, Cecily","FL",0,372,-1.72372986369269,3805,0,1,0,0,"Gossip Girl (series)"
"278",695,0,0,2,1,2.33804213135069,1,743,"Rucka, Greg","PA",0,4218,-1.62372986369269,3312,0,0,1,0,"Gotham Central:  The Quick & the Dead"
"279",751,0,1,2,1,2.33804213135069,0,745,"Steinbeck, John","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Grapes of Wrath, The"
"280",752,0,0,2,1,2.33804213135069,0,750,"Fitzgerald, F. Scott","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Great Gatsby, The"
"281",443,0,0,-4.3,1,-1.46195786864932,0,753,NA,"NC",0,-310,-1.52372986369269,3798,0,0,0,0,"Green Bible"
"282",856,0,0,-8.7,0,-3.66195786864931,0,756,"Gardner, John","TN",0,-2995.5,-4.42372986369269,480,0,0,0,0,"Grendel"
"283",74,0,0,7.4,0,-2.76195786864932,0,757,"Cooper, Susan","CA",0,10119,2.57627013630731,52,1,0,0,1,"Grey King, The"
"284",40,0,0,7.4,1,-2.76195786864932,1,759,"Peters, Julie Anne","CA",0,10119,2.57627013630731,3508,0,0,1,0,"Grl2grl"
"285",293,0,0,-6.2,0,2.53804213135068,0,762,"Fox, Mem","IN",0,1086.5,-4.62372986369269,1050,0,0,0,0,"Guess What?"
"286",669,0,0,4,0,5.53804213135068,0,763,"Joannides, Paul","OR",0,1274.5,1.07627013630731,180,0,0,0,0,"Guide to Getting It On, The"
"287",844,0,0,-8.9,0,5.03804213135068,1,768,"Roberts, J.R.","SD",0,785,-2.52372986369269,1050,0,0,0,0,"Gunsmith: Mississippi Massacre, The"
"288",640,0,0,4,0,5.53804213135068,0,769,"Bourne, Malcolm","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Gustav: Paranormal Investigator"
"289",424,0,0,-7.1,NA,7.63804213135069,1,770,"Jukes, Mavis","MT",0,-6482,0.376270136307308,NA,0,0,0,0,"Guy Book:  An Owner's Manual, The"
"290",896,0,0,13.4,1,6.83804213135069,1,773,"Ha, Thu Huong","VT",0,8467,5.37627013630731,3224,0,0,0,0,"Hail Caesar"
"291",641,0,0,4,0,5.53804213135068,0,774,"Cole, Babette","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Hair in Funny Places"
"292",488,0,0,10.2,0,-0.461957868649321,0,851,"Merriam, Eve","NY",0,5007.5,3.37627013630731,315,1,0,0,1,"Halloween ABC"
"293",753,0,0,2,1,2.33804213135069,0,855,"Atwood Margaret","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Handmaids, Tale, The"
"294",754,0,0,2,1,2.33804213135069,0,857,"Holmes, Melisa","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Hang-Ups, Hook-Ups, and Holding Out"
"295",423,1,0,-9.5,0,-6.66195786864931,0,861,"Norton, Jim","MS",0,-8466.5,-7.12372986369269,2807,0,0,0,0,"Happy Endings:  The Tales of a Meaty-Breasted Zilch"
"296",519,0,0,-0.7,1,3.43804213135068,1,862,"Lobdell, Scott","OH",0,2469,-2.92372986369269,3807,0,0,0,0,"Hardy Boys Undercover Brothers:  The Opposite Numbers"
"297",670,0,0,4,0,5.53804213135068,0,863,"Mailer, Norman","OR",0,1274.5,1.07627013630731,180,0,0,0,0,"Harlot's Ghost"
"298",430,0,0,-7.1,0,7.63804213135069,0,865,"Paulsen, Gary","MT",0,-6482,0.376270136307308,223,0,1,0,0,"Harris and Me"
"299",924,0,1,2.4,0,5.53804213135068,0,868,"Rowling, J.K.","WI",0,4234.5,-1.62372986369269,273,1,0,0,0,"Harry Potter (series)"
"300",381,1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Chamber of Secrets"
"301",394,0,1,2.3,0,8.33804213135069,0,868,"Rowling, J.K.","MN",1,15378,3.37627013630731,50,0,1,0,1,"Harry Potter and the Prisoner of Azkaban"
"302",383,1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Sorcerer's Stone"
"303",66,0,0,7.4,1,-2.76195786864932,0,881,"Garden, Nancy","CA",0,10119,2.57627013630731,3508,0,0,1,0,"Hear Us Out:  Lesbian and Gay Stories of Struggle, Progress, and Hope"
"304",590,0,0,4,0,5.53804213135068,0,888,NA,"OR",0,1274.5,1.07627013630731,1958,0,0,0,0,"Hellboy Junior"
"305",574,0,0,4,0,5.53804213135068,0,891,"Reuss, Fredrick","OR",1,1274.5,1.07627013630731,510,0,0,0,0,"Henry of Atlantic City"
"306",894,0,0,13.4,1,6.83804213135069,0,892,"Levine, Ellen","VT",0,8467,5.37627013630731,3681,0,0,0,0,"Henry's Freedom Box"
"307",853,1,1,-8.7,0,-3.66195786864931,0,895,"Blume, Judy","TN",0,-2995.5,-4.42372986369269,990,0,0,0,0,"Here's to You, Rachel Robinson"
"308",61,1,0,7.4,0,-2.76195786864932,0,898,"Camacho, Julian Segura","CA",0,10119,2.57627013630731,3142,0,0,0,0,"Higher Education as Ignorance"
"309",395,1,0,2.3,0,8.33804213135069,0,900,"Packer, Alex J.","MN",0,15378,3.37627013630731,1597,1,0,0,0,"Highs! Over 150 Ways to Feel Really Good Without Alcohol or Drugs"
"310",605,0,0,4,0,5.53804213135068,1,902,"James, Samantha","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"His Wicked Ways"
"311",755,0,0,2,1,2.33804213135069,0,903,"Fielding, Henry","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"History of Tom Jones, The"
"312",534,0,0,-0.7,0,3.43804213135068,0,907,"Sachar, Louis","OH",0,2469,-2.92372986369269,480,0,0,0,0,"Holes"
"313",506,0,0,-0.7,0,3.43804213135068,1,909,"Various","OH",1,2469,-2.92372986369269,2879,1,1,0,0,"Holy Bible"
"314",621,0,0,4,0,5.53804213135068,0,911,"Peres de Costa, Sunesta","OR",0,1274.5,1.07627013630731,990,0,0,0,0,"Homework"
"315",442,0,0,-4.3,1,-1.46195786864932,0,917,"Hiaasen, Carl","NC",0,-310,-1.52372986369269,3891,0,0,0,0,"Hoot"
"316",429,0,0,-7.1,0,7.63804213135069,0,920,"Chulton-Brock, Julie","MT",0,-6482,0.376270136307308,1560,0,0,0,0,"Horse"
"317",460,0,0,1.6,1,7.83804213135069,1,924,"Irving, John","NH",0,17303,4.67627013630731,3179,0,0,0,0,"Hotel New Hampshire, The"
"318",115,0,0,-0.2,0,7.33804213135069,1,925,"Marsh, Jean","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"House of Eliott"
"319",1,0,0,-13.4,0,8.73804213135068,1,927,"Allende, Isabel","AK",0,15707.5,0.676270136307309,1917,1,1,1,1,"House of the Spirits, The"
"320",124,0,0,-0.2,0,7.33804213135069,1,932,"Wabbes, Marie","CO",0,10346.5,8.67627013630731,1425,0,0,0,0,"How I Was Born"
"321",756,0,0,2,1,2.33804213135069,0,933,"Marks, Graham","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"How It Works"
"322",4,0,0,-13.4,1,8.73804213135068,0,936,"Levithan, David","AK",0,15707.5,0.676270136307309,3200,0,0,0,0,"How They Met and Other Stories"
"323",875,1,0,-1.7,0,1.93804213135068,0,935,"Alvarez, Julia","VA",0,11296,5.47627013630731,510,0,0,0,0,"How the Garcia Girls Lost Their Accents"
"324",824,0,0,11.2,0,-1.56195786864932,1,938,"Clarke, Will","RI",0,8141,1.57627013630731,3014,0,1,0,0,"How to Kill A Boy That Nobody Likes"
"325",606,0,0,4,0,5.53804213135068,1,939,"Hodson, Phillip & Hooper, Anne","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"How to Make Great Love to a Man"
"326",60,1,0,7.4,0,-2.76195786864932,0,942,"Camacho, Julian Segura","CA",0,10119,2.57627013630731,3143,0,0,0,0,"Huevos y la Mujer Latina"
"327",150,0,0,-0.2,0,7.33804213135069,1,945,"Longman, Christina","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Human Body, The"
"328",418,0,0,-3.1,0,1.73804213135068,1,950,"Wolfe, Tom","MO",0,1279.5,-2.42372986369269,2400,0,1,0,0,"I Am Charlotte Simmons"
"329",528,1,1,-0.7,0,3.43804213135068,0,952,"Cormier, Robert","OH",0,2469,-2.92372986369269,2848,0,0,0,0,"I Am the Cheese"
"330",876,1,0,-1.7,0,1.93804213135068,0,953,"Straight, Susan","VA",0,11296,5.47627013630731,510,0,0,0,0,"I Been In Sorrows Kitchen and Licked All the Pots"
"331",759,0,0,2,1,2.33804213135069,0,957,"Duncan, Lois","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"I Know What You Did Last Summer"
"332",329,0,1,-10.4,0,-5.46195786864932,0,958,"Angelou, Maya","KY",0,-5880.5,-6.92372986369269,480,0,1,0,0,"I Know Why the Caged Bird Sings"
"333",642,0,0,4,0,5.53804213135068,0,963,"Opie, Iona and Peter Opie","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"I Saw Esau"
"334",760,0,0,2,1,2.33804213135069,0,971,"Hopkins, Ellen","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Identical"
"335",260,1,0,7.7,1,1.83804213135069,1,974,"Calvino, Italo and William Weaver (translator)","IL",0,6489.5,2.07627013630731,3709,0,0,0,0,"If On a Winter's Night a Traveler"
"336",83,0,0,7.4,1,-2.76195786864932,1,977,"Reynolds, Marilyn","CA",0,10119,2.57627013630731,3301,0,0,0,0,"If You Loved Me"
"337",53,0,0,7.4,0,-2.76195786864932,0,975,"Smith, David","CA",1,10119,2.57627013630731,1696,0,0,0,0,"If the World Were a Village"
"338",538,1,0,-16.9,0,1.03804213135068,0,978,"Goble, Paul","OK",1,-3087.5,-3.72372986369269,2135,0,0,0,1,"Iktomi and the Coyote"
"339",476,0,0,4.4,0,2.53804213135068,0,980,"Bradbury, Ray","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Illustrated Man, The"
"340",762,0,0,2,1,2.33804213135069,0,981,"Hopkins, Ellen","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Impulse"
"341",289,0,0,-6.2,1,2.53804213135068,1,983,"Mason, Bobbie Ann","IN",0,1086.5,-4.62372986369269,3309,0,1,0,0,"In Country"
"342",157,0,0,-0.2,0,7.33804213135069,0,984,"Horn, Stephen","CO",0,10346.5,8.67627013630731,1426,0,1,0,0,"In Her Defense"
"343",95,0,0,-0.2,0,7.33804213135069,1,985,"Haines, Lise","CO",0,10346.5,8.67627013630731,1426,0,1,1,0,"In My Sister's Country"
"344",671,0,1,4,0,5.53804213135068,0,982,"Schwartz, Alvin","OR",0,1274.5,1.07627013630731,180,0,0,0,0,"In a Dark, Dark Room and Other Scary Stories"
"345",13,1,0,-13.2,1,-4.26195786864932,0,988,"Lopez, Jack","AL",0,-5054,-5.02372986369269,3626,0,1,0,0,"In the Break"
"346",173,0,0,7.1,1,4.43804213135068,0,990,"McDonald, Brian","CT",0,16247.5,7.37627013630731,3525,0,0,0,1,"In the Middle of the Night"
"347",902,0,0,13.4,0,6.83804213135069,0,992,"Spiegelman, Art","VT",0,8467,5.37627013630731,2400,0,0,0,0,"In the Shadow of No Towers"
"348",504,0,0,10.2,0,-0.461957868649321,0,994,"Alvarez, Julia","NY",0,5007.5,3.37627013630731,268,0,0,0,0,"In the Time of Butterflies"
